origin,commodity_form,year,shipments
Mönsterås,spars,1879,1
Mönsterås,spars,1895,1
Mönsterås,staves,1874,1
Mönsterås,timber,1874,1
Namsos,batten ends,1881,1
Namsos,battens,1874,1
Namsos,battens,1886,1
Namsos,battens,1896,1
Namsos,battens,1899,1
Namsos,boards,1881,1
Namsos,boards,1887,1
Namsos,boards,1893,1
Namsos,boards,1897,1
Namsos,deals,1883,1
Namsos,ends,1875,1
Namsos,ends,1889,1
Namsos,ends,1891,1
Namsos,firewood,1875,1
Namsos,firewood,1883,1
Namsos,firewood,1885,1
Namsos,firewood,1899,1
Namsos,flooring,1895,1
Namsos,headings,1887,1
Namsos,mining timber,1887,1
Namsos,palings,1874,1
Namsos,pit props,1883,1
Namsos,pit props,1889,1
Namsos,pit props,1891,1
Namsos,pit props,1893,1
Namsos,scantlings,1889,1
Namsos,scantlings,1891,1
Namsos,spars,1891,1
Namsos,splits,1875,1
Namsos,staves,1881,1
Namsos,staves,1885,1
Namsos,staves,1889,1
Namsos,wood,1875,1
Namsos,wood,1889,1
Namsos,wood,1893,1
Nantes,battens,1898,1
Nantes,deal ends,1889,1
Nantes,deals,1889,1
Nantes,deals,1898,1
Nantes,ends,1889,1
Nantes,firewood,1893,1
Nantes,firewood,1895,1
Nantes,hoops,1874,1
Nantes,hoops,1881,1
Nantes,hoops,1892,1
Nantes,hoops,1898,1
Nantes,lathwood,1898,1
Nantes,mining timber,1883,1
Nantes,mining timber,1884,1
Nantes,palings,1897,1
Nantes,pit props,1877,1
Nantes,pit props,1882,1
Nantes,pit props,1887,1
Nantes,pit props,1895,1
Nantes,pitwood,1877,1
Nantes,pitwood,1879,1
Nantes,pitwood,1890,1
Nantes,staves,1875,1
Nantes,staves,1881,1
Nantes,staves,1883,1
Nantes,staves,1892,1
Nantes,staves,1895,1
Nantes,timber,1881,1
Nantes,wood,1874,1
Nantes,wood,1889,1
Nantes,wood,1892,1
Nantes,wood pulp,1899,1
Narva,blocks,1885,1
Narva,boards,1883,1
Narva,boards,1885,1
Narva,boards,1887,1
Narva,boards,1897,1
Narva,boxboards,1899,1
Narva,deal ends,1883,1
Narva,deal ends,1893,1
Narva,ends,1883,1
Narva,ends,1885,1
Narva,ends,1897,1
Narva,ends,1899,1
Narva,firewood,1881,1
Narva,hoops,1881,1
Narva,lathwood,1881,1
Narva,lathwood,1885,1
Narva,pit props,1883,1
Narva,pit props,1893,1
Narva,pitwood,1883,1
Narva,poles,1893,1
Narva,scantlings,1885,1
Narva,scantlings,1887,1
Narva,sleepers,1874,1
Narva,spars,1887,1
Narva,squares,1885,1
Narva,staves,1879,1
Narva,staves,1881,1
Narva,staves,1887,1
Narva,staves,1891,1
Narva,timber,1883,1
Narva,timber,1887,1
Narva,timber,1891,1
Narva,timber,1895,1
Narva,timber,1897,1
Narva,wood,1881,1
Narva,wood,1887,1
Narva,wood,1893,1
Narva,wood,1897,1
Narva,wood pulp,1893,1
Nederkalix,balks,1891,1
Nederkalix,balks,1893,1
Nederkalix,balks,1899,1
Nederkalix,battens,1875,1
Nederkalix,battens,1900,1
Nederkalix,boards,1877,1
Nederkalix,boards,1879,1
Nederkalix,boards,1881,1
Nederkalix,boards,1900,1
Nederkalix,deal ends,1893,1
Nederkalix,deals,1900,1
Nederkalix,ends,1881,1
Nederkalix,ends,1889,1
Nederkalix,ends,1891,1
Nederkalix,firewood,1875,1
Nederkalix,firewood,1879,1
Nederkalix,hoops,1889,1
Nederkalix,laths,1883,1
Nederkalix,laths,1887,1
Nederkalix,laths,1889,1
Nederkalix,laths,1891,1
Nederkalix,laths,1895,1
Nederkalix,laths,1897,1
Nederkalix,lathwood,1877,1
Nederkalix,lathwood,1895,1
Nederkalix,pit props,1883,1
Nederkalix,pitwood,1883,1
Nederkalix,poles,1899,1
Nederkalix,scantlings,1887,1
Nederkalix,scantlings,1893,1
Nederkalix,scantlings,1897,1
Nederkalix,sleepers,1877,1
Nederkalix,sleepers,1891,1
Nederkalix,spars,1889,1
Nederkalix,spars,1893,1
Nederkalix,squares,1883,1
Nederkalix,squares,1885,1
Nederkalix,squares,1891,1
Nederkalix,staves,1877,1
Nederkalix,staves,1889,1
Nederkalix,timber,1885,1
Nederkalix,timber,1891,1
Nederkalix,wood,1889,1
New Orleans,battens,1889,1
New Orleans,blocks,1883,1
New Orleans,boards,1885,1
New Orleans,boards,1887,1
New Orleans,boards,1896,1
New Orleans,boxboards,1897,1
New Orleans,crowntrees,1887,1
New Orleans,deal ends,1874,1
New Orleans,deal ends,1889,1
New Orleans,deal ends,1891,1
New Orleans,deals,1887,1
New Orleans,deals,1895,1
New Orleans,deals,1897,1
New Orleans,doors,1897,1
New Orleans,ends,1889,1
New Orleans,ends,1891,1
New Orleans,ends,1899,1
New Orleans,firewood,1897,1
New Orleans,flooring,1889,1
New Orleans,handles,1885,1
New Orleans,handles,1887,1
New Orleans,handles,1889,1
New Orleans,headings,1895,1
New Orleans,headings,1897,1
New Orleans,hoops,1889,1
New Orleans,laths,1885,1
New Orleans,laths,1897,1
New Orleans,lathwood,1875,1
New Orleans,logs,1874,1
New Orleans,lumber,1886,1
New Orleans,mouldings,1891,1
New Orleans,mouldings,1895,1
New Orleans,mouldings,1899,1
New Orleans,oars,1885,1
New Orleans,oars,1887,1
New Orleans,oars,1897,1
New Orleans,palings,1874,1
New Orleans,pit props,1899,1
New Orleans,planks,1874,1
New Orleans,planks,1881,1
New Orleans,planks,1889,1
New Orleans,planks,1891,1
New Orleans,poles,1893,1
New Orleans,poles,1897,1
New Orleans,poles,1899,1
New Orleans,rickers,1897,1
New Orleans,scantlings,1874,1
New Orleans,scantlings,1887,1
New Orleans,shooks,1891,1
New Orleans,shooks,1895,1
New Orleans,shooks,1897,1
New Orleans,sleepers,1883,1
New Orleans,spars,1881,1
New Orleans,spars,1889,1
New Orleans,spars,1897,1
New Orleans,squares,1884,1
New Orleans,squares,1895,1
New Orleans,staves,1876,1
New Orleans,staves,1879,1
New Orleans,staves,1880,1
New Orleans,staves,1882,1
New Orleans,timber,1881,1
New Orleans,timber,1884,1
New Orleans,timber,1893,1
New Orleans,treenails,1874,1
New Orleans,wood,1886,1
New Orleans,wood,1893,1
New Orleans,wood,1895,1
New Orleans,wood,1898,1
New Richmond,battens,1881,1
New Richmond,battens,1883,1
New Richmond,boards,1881,1
New Richmond,boards,1887,1
New Richmond,boards,1895,1
New Richmond,boards,1897,1
New Richmond,deal ends,1883,1
New Richmond,deal ends,1889,1
New Richmond,deal ends,1893,1
New Richmond,deals,1891,1
New Richmond,deals,1895,1
New Richmond,ends,1881,1
New Richmond,ends,1883,1
New Richmond,ends,1891,1
New Richmond,ends,1893,1
New Richmond,firewood,1893,1
New Richmond,lathwood,1877,1
New Richmond,lathwood,1883,1
New Richmond,lathwood,1887,1
New Richmond,palings,1877,1
New Richmond,planks,1874,1
New Richmond,planks,1899,1
New Richmond,scantlings,1877,1
New Richmond,scantlings,1889,1
New Richmond,scantlings,1891,1
New Richmond,spars,1874,1
New Richmond,timber,1874,1
New Richmond,timber,1877,1
New Richmond,timber,1881,1
New Richmond,timber,1891,1
New York,balks,1897,1
New York,battens,1875,1
New York,battens,1877,1
New York,battens,1879,1
New York,battens,1886,1
New York,battens,1887,1
New York,battens,1889,1
New York,battens,1891,1
New York,battens,1893,1
New York,battens,1896,1
New York,blocks,1888,1
New York,blocks,1890,1
New York,blocks,1900,1
New York,boards,1880,1
New York,boards,1882,1
New York,boards,1892,1
New York,boards,1896,1
New York,bobbins,1885,1
New York,bobbins,1897,1
New York,bobbins,1899,1
New York,boxboards,1889,1
New York,deal ends,1874,1
New York,deal ends,1889,1
New York,deal ends,1893,1
New York,deal ends,1895,1
New York,deals,1876,1
New York,deals,1878,1
New York,deals,1896,1
New York,deals,1898,1
New York,doors,1886,1
New York,ends,1874,1
New York,ends,1876,1
New York,ends,1881,1
New York,ends,1885,1
New York,ends,1889,1
New York,ends,1891,1
New York,firewood,1877,1
New York,firewood,1880,1
New York,firewood,1890,1
New York,firewood,1899,1
New York,flooring,1877,1
New York,flooring,1883,1
New York,flooring,1887,1
New York,flooring,1899,1
New York,handles,1881,1
New York,handles,1882,1
New York,handles,1883,1
New York,handles,1892,1
New York,headings,1882,1
New York,headings,1888,1
New York,headings,1898,1
New York,hoops,1884,1
New York,hoops,1886,1
New York,joinery,1881,1
New York,joinery,1897,1
New York,laths,1877,1
New York,laths,1883,1
New York,laths,1893,1
New York,laths,1895,1
New York,laths,1899,1
New York,lathwood,1874,1
New York,lathwood,1875,1
New York,lathwood,1885,1
New York,lathwood,1891,1
New York,lathwood,1897,1
New York,logs,1876,1
New York,logs,1888,1
New York,logs,1890,1
New York,logs,1892,1
New York,logs,1898,1
New York,lumber,1879,1
New York,mouldings,1879,1
New York,mouldings,1888,1
New York,oars,1876,1
New York,oars,1878,1
New York,oars,1880,1
New York,oars,1888,1
New York,palings,1875,1
New York,palings,1876,1
New York,palings,1887,1
New York,pit props,1877,1
New York,pit props,1881,1
New York,pit props,1883,1
New York,pit props,1900,1
New York,pitwood,1877,1
New York,pitwood,1897,1
New York,planks,1877,1
New York,planks,1882,1
New York,poles,1874,1
New York,poles,1888,1
New York,poles,1896,1
New York,rails,1896,1
New York,rickers,1883,1
New York,rickers,1887,1
New York,rickers,1897,1
New York,scantlings,1884,1
New York,scantlings,1890,1
New York,scantlings,1896,1
New York,scantlings,1898,1
New York,shooks,1882,1
New York,shooks,1890,1
New York,sleepers,1881,1
New York,sleepers,1887,1
New York,sleepers,1889,1
New York,sleepers,1895,1
New York,sleepers,1898,1
New York,sleepers,1899,1
New York,spars,1877,1
New York,spars,1879,1
New York,spars,1882,1
New York,spars,1884,1
New York,spars,1889,1
New York,spars,1892,1
New York,splints,1891,1
New York,splints,1893,1
New York,splints,1895,1
New York,splints,1896,1
New York,splints,1899,1
New York,splits,1883,1
New York,splits,1897,1
New York,spokes,1875,1
New York,spokes,1878,1
New York,spokes,1884,1
New York,spokes,1892,1
New York,spoolwood,1887,1
New York,spoolwood,1897,1
New York,squares,1885,1
New York,squares,1888,1
New York,squares,1898,1
New York,timber,1876,1
New York,timber,1879,1
New York,timber,1882,1
New York,timber,1900,1
New York,wood,1877,1
New York,wood,1879,1
New York,wood,1880,1
New York,wood,1882,1
New York,wood,1884,1
New York,wood pulp,1884,1
New York,wood pulp,1897,1
New York,woodware,1881,1
New York,woodware,1883,1
New York,woodware,1888,1
Newburgh,staves,1874,1
Newcastle,battens,1891,1
Newcastle,battens,1893,1
Newcastle,deal ends,1885,1
Newcastle,deals,1885,1
Newcastle,deals,1893,1
Newcastle,deals,1895,1
Newcastle,ends,1893,1
Newcastle,ends,1895,1
Newcastle,lumber,1899,1
Newcastle,spoolwood,1899,1
Newcastle,squares,1891,1
Newcastle,timber,1899,1
"Newcastle, N.B.",battens,1887,1
"Newcastle, N.B.",battens,1891,1
"Newcastle, N.B.",battens,1895,1
"Newcastle, N.B.",boards,1881,1
"Newcastle, N.B.",boards,1883,1
"Newcastle, N.B.",boards,1891,1
"Newcastle, N.B.",deal ends,1891,1
"Newcastle, N.B.",deal ends,1895,1
"Newcastle, N.B.",deals,1879,1
"Newcastle, N.B.",deals,1881,1
"Newcastle, N.B.",deals,1899,1
"Newcastle, N.B.",palings,1883,1
"Newcastle, N.B.",planks,1887,1
"Newcastle, N.B.",poles,1889,1
"Newcastle, N.B.",scantlings,1887,1
"Newcastle, N.B.",scantlings,1891,1
"Newcastle, N.B.",scantlings,1893,1
"Newcastle, N.B.",scantlings,1899,1
"Newcastle, N.B.",spoolwood,1891,1
"Newcastle, N.B.",spoolwood,1895,1
Newport,battens,1887,1
Newport,boards,1885,1
Newport,boards,1891,1
Newport,boards,1892,1
Newport,deal ends,1887,1
Newport,deals,1887,1
Newport,doors,1899,1
Newport,lumber,1899,1
Newport,pit props,1893,1
Newport,planks,1884,1
Newport,scantlings,1884,1
Newport,scantlings,1887,1
Newport,staves,1895,1
Newport News,blocks,1889,1
Newport News,boards,1890,1
Newport News,deals,1891,1
Newport News,handles,1889,1
Newport News,handles,1900,1
Newport News,headings,1899,1
Newport News,joinery,1900,1
Newport News,logs,1887,1
Newport News,logs,1888,1
Newport News,logs,1892,1
Newport News,logs,1896,1
Newport News,logs,1900,1
Newport News,lumber,1896,1
Newport News,oars,1887,1
Newport News,oars,1889,1
Newport News,oars,1891,1
Newport News,oars,1895,1
Newport News,palings,1887,1
Newport News,pit props,1899,1
Newport News,planks,1896,1
Newport News,posts,1887,1
Newport News,shooks,1895,1
Newport News,sleepers,1899,1
Newport News,splits,1893,1
Newport News,spokes,1900,1
Newport News,squares,1887,1
Newport News,staves,1888,1
Newport News,staves,1892,1
Newport News,staves,1900,1
Newport News,timber,1888,1
Newport News,timber,1895,1
Newport News,timber,1897,1
Newport News,timber,1900,1
Newport News,wood,1887,1
Newport News,wood,1891,1
Newport News,wood,1895,1
Newport News,wood,1897,1
Newport News,wood,1900,1
Newry,deals,1893,1
Newry,ends,1893,1
Nordmaling,battens,1874,1
Nordmaling,battens,1887,1
Nordmaling,battens,1891,1
Nordmaling,battens,1893,1
Nordmaling,boards,1874,1
Nordmaling,boards,1893,1
Nordmaling,deal ends,1874,1
Nordmaling,deals,1875,1
Nordmaling,deals,1893,1
Nordmaling,ends,1883,1
Nordmaling,ends,1887,1
Nordmaling,firewood,1874,1
Nordmaling,firewood,1879,1
Nordmaling,firewood,1881,1
Nordmaling,firewood,1887,1
Nordmaling,firewood,1889,1
Nordmaling,firewood,1891,1
Nordmaling,firewood,1893,1
Nordmaling,hoops,1891,1
Nordmaling,palings,1874,1
Nordmaling,pit props,1899,1
Nordmaling,sleepers,1874,1
Nordmaling,spars,1883,1
Nordmaling,staves,1879,1
Nordmaling,wood,1893,1
Norfolk,blocks,1877,1
Norfolk,blocks,1881,1
Norfolk,blocks,1887,1
Norfolk,blocks,1895,1
Norfolk,boards,1877,1
Norfolk,boards,1881,1
Norfolk,boards,1898,1
Norfolk,deals,1887,1
Norfolk,deals,1893,1
Norfolk,doors,1900,1
Norfolk,firewood,1881,1
Norfolk,firewood,1897,1
Norfolk,logs,1884,1
Norfolk,logs,1890,1
Norfolk,logs,1896,1
Norfolk,logs,1900,1
Norfolk,lumber,1885,1
Norfolk,lumber,1890,1
Norfolk,lumber,1895,1
Norfolk,lumber,1898,1
Norfolk,mouldings,1891,1
Norfolk,mouldings,1900,1
Norfolk,oars,1891,1
Norfolk,oars,1899,1
Norfolk,pit props,1893,1
Norfolk,planks,1886,1
Norfolk,planks,1888,1
Norfolk,planks,1890,1
Norfolk,planks,1892,1
Norfolk,planks,1898,1
Norfolk,planks,1900,1
Norfolk,scantlings,1891,1
Norfolk,scantlings,1893,1
Norfolk,scantlings,1900,1
Norfolk,shooks,1899,1
Norfolk,spars,1883,1
Norfolk,spars,1891,1
Norfolk,spokes,1885,1
Norfolk,spokes,1895,1
Norfolk,spokes,1897,1
Norfolk,spokes,1899,1
Norfolk,squares,1898,1
Norfolk,staves,1875,1
Norfolk,staves,1886,1
Norfolk,staves,1888,1
Norfolk,staves,1898,1
Norfolk,timber,1874,1
Norfolk,timber,1883,1
Norfolk,timber,1887,1
Norfolk,treenails,1875,1
Norfolk,treenails,1878,1
Norfolk,treenails,1884,1
Norfolk,treenails,1887,1
Norfolk,wood,1883,1
Norfolk,wood,1889,1
Norfolk,wood,1890,1
Norfolk,wood,1893,1
Norfolk,wood,1898,1
Norfolk,wood,1900,1
Norrkoping,battens,1875,1
Norrkoping,battens,1881,1
Norrkoping,boards,1874,1
Norrkoping,boards,1875,1
Norrkoping,boards,1877,1
Norrkoping,deals,1877,1
Norrkoping,ends,1874,1
Norrkoping,ends,1887,1
Norrkoping,ends,1889,1
Norrkoping,ends,1895,1
Norrkoping,firewood,1887,1
Norrkoping,flooring,1889,1
Norrkoping,handles,1889,1
Norrkoping,handles,1893,1
Norrkoping,joinery,1898,1
Norrkoping,laths,1891,1
Norrkoping,lathwood,1887,1
Norrkoping,mining timber,1895,1
Norrkoping,palings,1899,1
Norrkoping,pit props,1887,1
Norrkoping,pit props,1890,1
Norrkoping,pit props,1892,1
Norrkoping,pit props,1899,1
Norrkoping,pitwood,1893,1
Norrkoping,planks,1895,1
Norrkoping,scantlings,1889,1
Norrkoping,sleepers,1874,1
Norrkoping,sleepers,1875,1
Norrkoping,spars,1874,1
Norrkoping,splits,1895,1
Norrkoping,staves,1874,1
Norrkoping,staves,1882,1
Norrkoping,staves,1899,1
Norrkoping,timber,1874,1
Norrkoping,wood,1874,1
Norrkoping,wood,1895,1
Norrkoping,wood,1900,1
Norrkoping,wood pulp,1874,1
Norrkoping,wood pulp,1889,1
Norrköping,battens,1881,1
Norrköping,boards,1881,1
Norrköping,deals,1881,1
Norrköping,deals,1887,1
Norrköping,deals,1895,1
Norrsundet,battens,1893,1
Norrsundet,battens,1899,1
Norrsundet,boards,1893,1
Norrsundet,boards,1897,1
Norrsundet,firewood,1881,1
Norrsundet,firewood,1895,1
Norrsundet,firewood,1897,1
Norrsundet,timber,1895,1
Norrsundet,wood,1881,1
Nyhamn,batten ends,1891,1
Nyhamn,battens,1875,1
Nyhamn,deal ends,1891,1
Nyhamn,doors,1897,1
Nyhamn,ends,1881,1
Nyhamn,ends,1885,1
Nyhamn,ends,1889,1
Nyhamn,ends,1895,1
Nyhamn,firewood,1874,1
Nyhamn,firewood,1875,1
Nyhamn,firewood,1877,1
Nyhamn,firewood,1882,1
Nyhamn,handles,1895,1
Nyhamn,laths,1897,1
Nyhamn,mining timber,1891,1
Nyhamn,pit props,1879,1
Nyhamn,pit props,1891,1
Nyhamn,scantlings,1874,1
Nyhamn,sleepers,1891,1
Nyhamn,spars,1877,1
Nyhamn,spars,1887,1
Nyhamn,squares,1875,1
Nyhamn,squares,1881,1
Nyhamn,squares,1895,1
Nyhamn,timber,1879,1
Nyhamn,timber,1899,1
Nyhamn,wood,1874,1
Nyhamn,wood,1875,1
Nyland,battens,1893,1
Nyland,battens,1897,1
Nyland,boards,1893,1
Nyland,boards,1897,1
Nyland,deals,1874,1
Nyland,deals,1875,1
Nyland,deals,1881,1
Nyland,deals,1887,1
Nyland,deals,1893,1
Nyland,deals,1895,1
Nyland,deals,1899,1
Nyland,ends,1891,1
Nyland,firewood,1883,1
Nyland,firewood,1897,1
Nyland,firewood,1899,1
Nyland,mining timber,1887,1
Nyland,mining timber,1889,1
Nyland,pit props,1883,1
Nyland,pit props,1887,1
Nyland,pit props,1899,1
Nyland,scantlings,1891,1
Nyland,timber,1883,1
Nyland,timber,1891,1
Nyland,wood,1887,1
Odense,firewood,1890,1
Odense,hoops,1889,1
Odense,hoops,1893,1
Odense,splits,1889,1
Odense,splits,1893,1
Odense,wood,1887,1
Odense,wood,1889,1
Odense,wood,1893,1
Odessa,battens,1889,1
Odessa,blocks,1895,1
Odessa,boards,1881,1
Odessa,boards,1895,1
Odessa,deals,1887,1
Odessa,deals,1897,1
Odessa,ends,1875,1
Odessa,laths,1897,1
Odessa,logs,1875,1
Odessa,logs,1884,1
Odessa,logs,1891,1
Odessa,logs,1896,1
Odessa,planks,1893,1
Odessa,rickers,1881,1
Odessa,sleepers,1897,1
Odessa,spars,1899,1
Odessa,spokes,1899,1
Odessa,squares,1889,1
Odessa,squares,1900,1
Odessa,staves,1874,1
Odessa,staves,1875,1
Odessa,staves,1884,1
Odessa,staves,1888,1
Odessa,staves,1890,1
Odessa,staves,1897,1
Odessa,timber,1885,1
Odessa,timber,1893,1
Odessa,wood,1887,1
Odessa,wood,1888,1
Odessa,wood,1890,1
Old Calabar,deals,1874,1
Old Calabar,sleepers,1874,1
Old Calabar,treenails,1874,1
Old Calabar,wood,1877,1
Onega,battens,1883,1
Onega,battens,1893,1
Onega,boards,1893,1
Onega,deal ends,1874,1
Onega,deal ends,1877,1
Onega,deal ends,1881,1
Onega,deal ends,1885,1
Onega,deal ends,1887,1
Onega,deal ends,1893,1
Onega,ends,1874,1
Onega,ends,1877,1
Onega,ends,1893,1
Onega,firewood,1877,1
Onega,firewood,1883,1
Onega,flooring,1875,1
Onega,lathwood,1875,1
Onega,lathwood,1877,1
Onega,palings,1874,1
Onega,palings,1877,1
Onega,pit props,1895,1
Onega,staves,1891,1
Onega,timber,1874,1
Onega,timber,1877,1
Onega,wood,1895,1
Ornskjoldsvik,battens,1877,1
Ornskjoldsvik,deals,1877,1
Ornskjoldsvik,deals,1889,1
Ornskjoldsvik,ends,1881,1
Ornskjoldsvik,ends,1885,1
Ornskjoldsvik,ends,1891,1
Ornskjoldsvik,firewood,1874,1
Ornskjoldsvik,laths,1895,1
Ornskjoldsvik,pit props,1889,1
Ornskjoldsvik,pitwood,1897,1
Ornskjoldsvik,planks,1881,1
Ornskjoldsvik,spars,1889,1
Ornskjoldsvik,spars,1891,1
Ornskjoldsvik,squares,1897,1
Ornskjoldsvik,squares,1899,1
Ornskjoldsvik,staves,1891,1
Ornskjoldsvik,timber,1887,1
Ornskjoldsvik,wood,1891,1
Ornskjoldsvik,wood,1897,1
Oscarshamn,batten ends,1893,1
Oscarshamn,battens,1887,1
Oscarshamn,boards,1875,1
Oscarshamn,boards,1889,1
Oscarshamn,boards,1899,1
Oscarshamn,deal ends,1877,1
Oscarshamn,deals,1875,1
Oscarshamn,doors,1893,1
Oscarshamn,doors,1895,1
Oscarshamn,firewood,1874,1
Oscarshamn,firewood,1887,1
Oscarshamn,firewood,1889,1
Oscarshamn,flooring,1895,1
Oscarshamn,handles,1887,1
Oscarshamn,handles,1893,1
Oscarshamn,handles,1900,1
Oscarshamn,headings,1875,1
Oscarshamn,laths,1879,1
Oscarshamn,laths,1881,1
Oscarshamn,laths,1887,1
Oscarshamn,laths,1900,1
Oscarshamn,lathwood,1883,1
Oscarshamn,lathwood,1891,1
Oscarshamn,logs,1889,1
Oscarshamn,lumber,1899,1
Oscarshamn,mining timber,1877,1
Oscarshamn,mining timber,1881,1
Oscarshamn,mining timber,1889,1
Oscarshamn,mining timber,1893,1
Oscarshamn,mouldings,1881,1
Oscarshamn,pit props,1886,1
Oscarshamn,pit props,1890,1
Oscarshamn,pit props,1896,1
Oscarshamn,pitwood,1879,1
Oscarshamn,pitwood,1883,1
Oscarshamn,pitwood,1898,1
Oscarshamn,planks,1893,1
Oscarshamn,planks,1899,1
Oscarshamn,poles,1883,1
Oscarshamn,poles,1885,1
Oscarshamn,poles,1887,1
Oscarshamn,rickers,1885,1
Oscarshamn,scantlings,1889,1
Oscarshamn,scantlings,1892,1
Oscarshamn,spars,1881,1
Oscarshamn,squares,1891,1
Oscarshamn,squares,1895,1
Oscarshamn,squares,1898,1
Oscarshamn,staves,1875,1
Oscarshamn,staves,1891,1
Oscarshamn,staves,1895,1
Oscarshamn,staves,1900,1
Oscarshamn,timber,1875,1
Oscarshamn,timber,1877,1
Oscarshamn,timber,1881,1
Oscarshamn,timber,1889,1
Oscarshamn,timber,1897,1
Oscarshamn,wood,1881,1
Oscarshamn,wood,1893,1
Oscarshamn,wood,1897,1
Ostend,battens,1899,1
Ostend,doors,1900,1
Ostend,laths,1891,1
Ostend,laths,1893,1
Ostend,splits,1893,1
Ostend,staves,1883,1
Ostend,wood,1885,1
Ostend,wood,1889,1
Ostend,wood,1891,1
Ostend,woodware,1897,1
Oxelosund,battens,1884,1
Oxelosund,battens,1893,1
Oxelosund,battens,1898,1
Oxelosund,battens,1900,1
Oxelosund,boards,1881,1
Oxelosund,boards,1887,1
Oxelosund,boards,1893,1
Oxelosund,boards,1898,1
Oxelosund,boards,1900,1
Oxelosund,deals,1884,1
Oxelosund,deals,1893,1
Oxelosund,deals,1900,1
Oxelosund,firewood,1881,1
Oxelosund,firewood,1887,1
Oxelosund,firewood,1889,1
Oxelosund,laths,1900,1
Oxelosund,pit props,1884,1
Oxford,deal ends,1881,1
Oxford,deals,1881,1
Oxford,planks,1881,1
Oxford,staves,1881,1
Paimpol,deals,1883,1
Paimpol,lathwood,1883,1
