merchant,destination,year,shipments
"Rawle, Gammon",,1893,1
"Rawle, Gammon & Co.",,1895,1
"Rawle, Gammon & Co.",,1897,1
"Rawle, Gammon & Co.",BARNSTAPLE,1881,1
"Rawle, Gammon & Co.",BARNSTAPLE,1885,1
"Rawle, Gammon & Co.",BARNSTAPLE,1895,1
"Rawle, Gammon & Co.",BARNSTAPLE,1899,1
"Rawle, Gammon, & Baker",BARNSTAPLE,1881,1
"Rawle, Gammon, & Baker",BARNSTAPLE,1883,1
"Rawle, Gammon, & Baker",BARNSTAPLE,1889,1
"Rawle, Gammon, & Barker",BARNSTAPLE,1885,1
Rawson,Hull,1887,1
Rawson,Hull,1889,1
Rawson,Hull,1891,1
Rawson & Robinson,Goole,1885,1
Rawson Bros.,Plymouth,1893,1
Rayne,Le Havre,1891,1
Rayne,Sunderland,1887,1
Rayne,Tyne Ports,1885,1
Rayne,Whitby,1887,1
Rayne & Crawford,Tyne Ports,1891,1
Rayne & Crawford,Tyne Ports,1893,1
Rayner,,1891,1
Rayner,Hartlepool (West),1879,1
Rayner,Hull,1891,1
Rayner,Middlesbrough,1883,1
Rayner,Newcastle,1891,1
Rayner,Sunderland,1880,1
Rayner,Sunderland,1883,1
Rayner,Sunderland,1887,1
Rayner,Sunderland,1889,1
Rayner,Sunderland,1891,1
Rayner,Tyne Ports,1885,1
Rayner,Yarmouth,1895,1
Rayner & Co.,London,1889,1
Rayner & Co.,Sunderland,1883,1
Rayner & Co.,Sunderland,1889,1
Rayner & Mellor,Sunderland,1879,1
Rayner & Moller,,1875,1
Rayner & Moller,,1885,1
Rayner & Moller,Bristol,1891,1
Rayner & Moller,Hartlepool (West),1890,1
Rayner & Moller,Liverpool,1891,1
Rayner & Moller,Liverpool,1892,1
Rayner & Moller,London,1889,1
Rayner & Moller,Middlesbrough,1889,1
Rayner & Moller,Newport,1887,1
Rayner & Moller,Poole,1891,1
Rayner & Moller,Shoreham,1889,1
Rayner & Moller,Southampton,1884,1
Rayner & Moller,Sunderland,1886,1
Rayner & Moller,Tyne Ports,1883,1
Rayner & Moller,Tyne Ports,1885,1
"Rayner & Moller, Rayner & Moller",Newcastle upon Tyne,1877,1
Raynert Moller,Sunderland,1893,1
"Raynon & Co., Lim",Newport,1887,1
Rd. Hodgens,Swansea,1891,1
"Reannie, Bryson",Alloa,1895,1
Reay,,1881,1
Receiver Cwm Avon,Swansea,1883,1
Receiver Cwmavon Docks,Swansea,1883,1
Receiver of Wrecks,Grimsby,1887,1
Receivers of Wreck,Leith,1889,1
"Reckitts, Ltd.",Hull,1900,1
Redfern & Co.,London,1875,1
"Redfern, Alexander, & Co.",London,1881,1
Redford,Swansea,1887,1
Redmayne & Co.,Tyne Ports,1893,1
Redmayne & Co.,Tyne Ports,1895,1
Redmond,Newry,1891,1
Redmond,Newry,1895,1
Redmond & Co.,Newry,1887,1
Redmond & Co.,Newry,1891,1
Redmond & Co.,Newry,1892,1
Redway,EXETER,1883,1
Redway & Carter,EXETER,1883,1
"Redway, Son, & Carter",EXETER,1881,1
Reed,Liverpool,1887,1
Reed,Sunderland,1881,1
Reed,Tyne Ports,1879,1
Reed,Tyne Ports,1891,1
Reed & Hall,Newcastle upon Tyne,1879,1
Reed & Hall,Tyne Ports,1879,1
Reed & Smith,Teignmouth,1891,1
Rees,Llanelli,1881,1
Reeves,,1891,1
Reeves,London,1891,1
Reeves,Middlesbrough,1883,1
Reeves,Middlesbrough,1891,1
Reeves,NEWHAVEN,1884,1
Reeves,NEWHAVEN,1889,1
Reeves,NEWHAVEN,1895,1
Reeves & Co.,Cardiff,1889,1
Reeves & Co.,Shoreham,1893,1
"Reeves, Reveking",,1879,1
Reid,Banff,1891,1
Reid,Liverpool,1893,1
Reid,London,1885,1
Reid,Montrose,1889,1
Reid,Teignmouth,1891,1
Reid,Tyne Ports,1885,1
Reid,Wick,1889,1
Reid,Wick,1891,1
Reid & Co.,Tyne Ports,1881,1
Reid & Co.,Tyne Ports,1885,1
Reid & Hall,Tyne Ports,1881,1
Reid & Howard,Leith,1893,1
Reid & Smith,Teignmouth,1889,1
Reith,Liverpool,1891,1
Renholdson & Capper,Newcastle upon Tyne,1877,1
Renne & Co.,Yarmouth,1879,1
Rennie,,1883,1
Rennie,Aberdeen,1895,1
Rennie,Grangemouth,1893,1
Rennie,Methil,1895,1
Rennie,Newport,1889,1
Rennie,Yarmouth,1879,1
Rennie & Bryson,Alloa,1893,1
Rennie & Bryson,Alloa,1895,1
Rennie & Co.,,1897,1
Rennie & Co.,Alloa,1893,1
Rennie & Co.,Ardrossan,1893,1
Rennie & Co.,Ayr,1895,1
Rennie & Co.,Borrowstounness,1899,1
Rennie & Co.,Leith,1879,1
Rennie & Co.,Leith,1883,1
Rennie Wilkinson,Newport,1889,1
"Rennie, Bryan & Co.",Alloa,1893,1
"Rennie, Bryson, & Co.",,1895,1
"Rennie, Bryson, & Co.",Glasgow,1893,1
"Rennie, Bryson, & Co.",Kirkcaldy,1895,1
"Rennie, Masterton",Leith,1879,1
"Rennie, Masterton, & Co.",Leith,1879,1
"Rennie, Masterton, & Co.",Yarmouth,1879,1
"Rennie, Wilkinson, & Co.",King's Lynn,1887,1
"Rennie, Wilkinson, & Co.",Newport,1889,1
"Rennie, Wilkinson, & Co.",Newport,1891,1
Rennoldsen,Tyne Ports,1883,1
Rennoldsen & Capper,Tyne Ports,1881,1
Rennoldson,,1883,1
Rennoldson & Capper,,1883,1
Rennoldson & Capper,Bristol,1877,1
Rennoldson & Capper,Hartlepool (West),1883,1
Rennoldson & Capper,Newcastle upon Tyne,1875,1
Rennoldson & Capper,Tyne Ports,1875,1
Rennoldson & Capper,Tyne Ports,1884,1
Rennoldson & Co.,Newcastle upon Tyne,1877,1
Rennoldson & Copper,Tyne Ports,1875,1
Rennoldson & Oapper,Tyne Ports,1885,1
Rennoldson & Son,Tyne Ports,1883,1
Renny & Co.,Liverpool,1895,1
Renoldson,Newcastle upon Tyne,1879,1
Renoldson & Capper,Tyne Ports,1883,1
Renwick,Glasgow,1893,1
Renwick & Co.,Swansea,1889,1
Ressich & Co.,Leith,1897,1
Ressick & Co.,Leith,1897,1
Retew Cooperage,FOWEY,1899,1
Reves & Co.,Shoreham,1883,1
Revotella,London,1879,1
Rew & Co.,,1883,1
"Rew, Kingston, & Co.",,1881,1
"Rew, Kingston, & Co.",London,1874,1
"Rew, Kington & Co., Centre yard",London,1885,1
"Rew, Kington, & Co.",,1875,1
"Rew, Kington, & Co.",Liverpool,1883,1
Rex Barrel & Co.,,1897,1
Reynolds & Co.,London,1874,1
Reynolds & Co.,London,1879,1
Reynolds & Son,London,1874,1
Reynolds Proctor Bros. or Order,London,1891,1
Reynoldson,Hull,1897,1
Reynoldson,Tyne Ports,1885,1
Reynoldson & Capper,Tyne Ports,1875,1
"Reynoldson, & Co.",,1899,1
"Reynoldson, & Co.",Hull,1889,1
"Reynoldson, & Co.",London,1897,1
"Rhode, & Co.",Hartlepool (West),1879,1
Rhodin,Tyne Ports,1881,1
Rhoss,London,1879,1
Rhoss & Co.,London,1879,1
Rhymney Co.,Cardiff,1883,1
Rhymney Iron Co.,Newport,1883,1
Rich,Swansea,1895,1
Richard,Cardiff,1881,1
Richard,Cardiff,1895,1
Richard,Grimsby,1889,1
Richard Cannon & Co.,Aberdeen,1889,1
Richard Connon & Co.,Aberdeen,1891,1
Richard Farrell,Cork,1889,1
Richard Foley,Cork,1887,1
Richard Foley,Cork,1891,1
Richard Grand,,1891,1
Richard Grandidge,Chester,1889,1
Richard Grandidge,Chester,1891,1
Richard Joby,Limerick,1891,1
Richard Power & Co.,Swansea,1881,1
"Richard, Spruce & Co.",Southampton,1899,1
Richards,NEWHAVEN,1893,1
Richards,Newport,1883,1
Richards,PENZANCE,1899,1
Richards,Peterhead,1887,1
Richards & Co.,Bridgwater,1886,1
Richards & Co.,London,1887,1
Richards & Co.,Swansea,1889,1
"Richards, Power, & Co.",Bridgwater,1882,1
"Richards, Power, & Co.",Bristol,1877,1
"Richards, Power, & Co.",Swansea,1881,1
"Richards, Power, & Co.",Swansea,1883,1
"Richards, Power, & Co.",Swansea,1897,1
"Richards, Sons, & Co.",Swansea,1885,1
Richardson,London,1889,1
"Richardson & Co wood, Livingston",Swansea,1877,1
Richardson & Co.,Hartlepool,1899,1
Richardson & Co.,Swansea,1877,1
"Richardson, David & Co.",Cardiff,1899,1
"Richardson, Spence, & Co.",Liverpool,1886,1
"Richardson, Spence, & Co.",Liverpool,1889,1
"Richardson, Spence, & Co.",Liverpool,1891,1
"Richardson, Spence, & Co.",Liverpool,1899,1
"Richardson, Spence, & Co.",Southampton,1895,1
"Richardson, Spence, & Co.",Southampton,1898,1
"Richardson, Spencer & Co.",Southampton,1899,1
"Richardsons, & Co.",Swansea,1897,1
Richie Bros.,,1874,1
Richie Bros.,Liverpool,1881,1
Richmond,London,1879,1
Richmond & Co.,LERWICK,1887,1
Richter,London,1881,1
Richtering Bros.,,1877,1
Richtering Bros.,Borrowstounness,1874,1
Richtering Bros.,Grimsby,1877,1
Richtering Bros.,Hartlepool (West),1874,1
Richtering Bros.,Hartlepool (West),1877,1
Rick Bros.,SCARBOROUGH,1887,1
"Rick, Jennings, & Co.",Dundalk,1895,1
Rickert & Sim,London,1895,1
Ricketts,London,1885,1
Rickmers,Sunderland,1897,1
Ridd & Co.,Newport,1899,1
"Rider, Son, & Andrew",Liverpool,1897,1
"Ridley, Whiteley & Co.",Hull,1895,1
Riga-[?],Borrowstounness,1881,1
Rigby & Co.,,1899,1
Rigby & Co.,Liverpool,1898,1
Riggall,Grimsby,1879,1
Riggall & Hewin,Grimsby,1881,1
Rimeny & Breshner,,1895,1
Rimmer,Liverpool,1881,1
Rimmer,Liverpool,1889,1
Rimmer,Liverpool,1891,1
Rimmer & Co.,,1883,1
Rimmer & Co.,,1899,1
Rimmer & Co.,Liverpool,1883,1
Rimmer & Son,,1875,1
Rimmer & Son,,1885,1
Rimmer & Son,,1891,1
Rimmer & Son,Liverpool,1881,1
Rimmer & Son,Liverpool,1885,1
Rimmer & Son,Liverpool,1899,1
Rimmer & Sons,Liverpool,1874,1
Rimmer & Sons,Liverpool,1881,1
Ringrose,,1874,1
Ringrose,Hull,1881,1
Rinider,Swansea,1883,1
Rippon,Goole,1887,1
Risk & Co.,Leith,1879,1
Risk & Co.,Newport,1879,1
Ritchering Brothers,,1874,1
Ritchie,,1879,1
Ritchie,,1883,1
Ritchie,Alloa,1891,1
Ritchie,Liverpool,1891,1
Ritchie & Co.,Dundee,1881,1
Ritchie B'os,Liverpool,1897,1
Ritchie Bros.,,1879,1
Ritchie Bros.,,1881,1
Ritchie Bros.,,1883,1
Ritchie Bros.,,1884,1
Ritchie Bros.,,1893,1
Ritchie Bros.,Bristol,1879,1
Ritchie Bros.,Fleetwood,1893,1
Ritchie Bros.,Gloucester,1893,1
Ritchie Bros.,Hull,1897,1
Ritchie Bros.,Ipswich,1883,1
Ritchie Bros.,Liverpool,1874,1
Ritchie Bros.,Liverpool,1889,1
Ritchie Bros.,London,1899,1
Ritchie Brothers,Liverpool,1874,1
Ritchie Stewart,London,1891,1
Ritson,Maryport,1885,1
Ritson,Maryport,1889,1
Ritson,Maryport,1895,1
Ritson & Co.,Liverpool,1895,1
Ritson & Co.,London,1883,1
Ritson & Co.,Maryport,1881,1
Ritson & Co.,Maryport,1890,1
Ritson & Co.,Maryport,1891,1
Ritson & Co.,Maryport,1897,1
Ritson & Co.,Maryport,1898,1
Rivadeo,Cardiff,1893,1
Ro[?] G. Gibson & [?],Glasgow,1891,1
Roaher & Co.,Ipswich,1887,1
Robb,Belfast,1893,1
Robb,Belfast,1899,1
Robb & Co.,Aberdeen,1881,1
Robb & Wellf,Belfast,1897,1
Robb Bros.,,1883,1
Robb Bros.,,1885,1
Robb Bros.,Belfast,1892,1
Robb Bros.,Newry,1881,1
Robb Bros.,Tyne Ports,1885,1
Robb Bros. & Co.,Belfast,1883,1
Robb Bros. & Co.,Belfast,1899,1
Robb Brothers,Belfast,1880,1
Robb Brothers,Belfast,1885,1
"Robb, Cox & Co.",Liverpool,1897,1
Robbin & Co.,Liverpool,1877,1
Robbins,Bristol,1887,1
Robbins,Bristol,1889,1
Robbins,Bristol,1893,1
Robbins & Co.,Bristol,1889,1
Robbins & Co.,Bristol,1891,1
"Robbins, Lane",Boston,1897,1
"Robbins, Lane & Pinnegar",Bristol,1897,1
"Robbins, Lane, & Co.",Bridgwater,1883,1
"Robbins, Lane, & Co.",Bristol,1885,1
"Robbins, Lane, & Co.",Bristol,1889,1
"Robbins, Lane, & Pinniger",Bridgwater,1881,1
"Robbins, Lane, & Pinniger",Bristol,1885,1
"Robbins, Lane, & Pinniger",Bristol,1887,1
Robert,Liverpool,1899,1
Robert,Tyne Ports,1895,1
Robert & Co.,Liverpool,1893,1
Robert Aldons,Colchester,1889,1
Robert Blick,Gloucester,1881,1
Robert Blick,Gloucester,1891,1
Robert Bros.,Belfast,1883,1
Robert Bros.,Liverpool,1885,1
Robert Cairn,,1874,1
Robert Coltart & Co.,Liverpool,1897,1
Robert Corry,Belfast,1889,1
Robert Cowley,,1887,1
Robert Cowley,,1891,1
Robert Cowley,London,1889,1
Robert Cowley,PORTMADOC,1887,1
Robert Cox & Co.,Fleetwood,1887,1
Robert Cox & Co.,Fleetwood,1897,1
Robert Cox & Co.,Leith,1897,1
Robert Cunning,Plymouth,1881,1
Robert Dunn & Co.,Greenock,1899,1
Robert Gething,,1887,1
"Robert Gething, junr., & Co.",Newport,1887,1
"Robert Gething, junr., & Co.",Newport,1899,1
Robert Grieve,Leith,1891,1
Robert H. Penney,Shoreham,1887,1
Robert Hamilton,Aberdeen,1889,1
Robert Hamilton,Glasgow,1891,1
Robert Hamilton & Co.,Glasgow,1891,1
Robert Hamilton & Co.,Glasgow,1893,1
Robert Hamilton & Co.,Glasgow,1895,1
Robert Howe,,1891,1
Robert Johnston,Belfast,1889,1
Robert Langford & Son,PADSTOW,1895,1
Robert Lauder,Hartlepool (West),1887,1
Robert MacDonnell,Limerick,1889,1
Robert Millar,Montrose,1891,1
Robert Millar & Son,Aberdeen,1899,1
Robert Millar & Son,Montrose,1891,1
Robert Millar & Sona,Montrose,1891,1
Robert Millar & Sons,Aberdeen,1899,1
Robert Millar & Sons,Montrose,1899,1
Robert Pearce,,1887,1
Robert Penny,Shoreham,1883,1
Robert Sheriff,Glasgow,1891,1
Robert Sheriff,Granton,1895,1
Robert Sheriff,Greenock,1895,1
Robert Stevenson,Leith,1887,1
Robert Stewart,Grangemouth,1889,1
Robert Thompson & Sons,Sunderland,1891,1
Robert Thorman,,1881,1
Robert Thorman,Sunderland,1883,1
Robert Thorman,Sunderland,1889,1
Robert Thubron,Sunderland,1887,1
Robert Trading Co.,BARNSTAPLE,1893,1
Robert Wade,Hull,1891,1
Robert Wade & Sons,London,1897,1
"Robert Wade, Sons, & Co.",Hull,1897,1
Roberts,Aberystwyth,1885,1
Roberts,Aberystwyth,1897,1
Roberts,Caernarfon,1887,1
Roberts,Hull,1895,1
Roberts,Liverpool,1887,1
Roberts & Co.,,1889,1
Roberts & Co.,BEAUMARIS,1885,1
Roberts & Co.,BEAUMARIS,1887,1
Roberts & Co.,BEAUMARIS,1893,1
Roberts & Co.,Caernarfon,1887,1
Roberts & Co.,Hartlepool (West),1897,1
Roberts & Co.,Liverpool,1881,1
Roberts & Co.,London,1887,1
"Roberts & Co., Ltd.",BEAUMARIS,1899,1
Roberts & Cooper,Cardiff,1893,1
Roberts & Cooper,Grimsby,1897,1
Roberts & Cooper,Grimsby,1899,1
Roberts & Cooper,Hartlepool,1899,1
Roberts & Cooper,Hull,1895,1
Roberts & Cooper,Ipswich,1899,1
Roberts & Cooper,London,1898,1
Roberts & Cooper,Middlesbrough,1897,1
Roberts & Cooper & C. A. & Son,Hull,1899,1
Roberts & Iggleden,BEAUMARIS,1889,1
Roberts & Smith,London,1895,1
Roberts & Son,Aberystwyth,1885,1
Roberts & Son,Aberystwyth,1889,1
Roberts & Son,Aberystwyth,1895,1
Roberts & Sons,Aberystwyth,1881,1
Roberts & Sons,Aberystwyth,1893,1
Roberts & Sons,Fleetwood,1889,1
"Roberts, Evans & Co.",Liverpool,1899,1
"Roberts, Evans & Woodhead",Liverpool,1899,1
"Roberts, Son & Co., Ltd.",Liverpool,1899,1
"Roberts, Sons, & Co.",Liverpool,1897,1
"Roberts, Sons, & Co.",Liverpool,1899,1
"Roberts, Thomas, & Co.",Cardiff,1891,1
Robertshaw,,1889,1
Robertson,Glasgow,1887,1
Robertson,Inverness,1895,1
Robertson,Peterhead,1881,1
Robertson & Giles,Inverness,1889,1
Robertson & Gilles,Inverness,1883,1
Robertson & Gillies,Inverness,1891,1
"Robertson, & Co.",Glasgow,1891,1
"Robertson, Dunn, & Co.",Kirkcaldy,1885,1
"Robertson, McIntosh & Co.",Glasgow,1897,1
"Robertson, McRobbie & Co.",Glasgow,1895,1
"Robin, Dunn & Co.",Greenock,1891,1
Robins,Dublin,1881,1
Robins,Swansea,1883,1
Robins & Carrol,,1879,1
Robins & Co.,Cardiff,1893,1
Robins & Co.,London,1887,1
Robins Bros.,Liverpool,1887,1
"Robins, David",Cardiff,1896,1
"Robins, Lane, & Pinniger",Bristol,1889,1
Robinson,,1889,1
Robinson,Boston,1889,1
Robinson,Bristol,1895,1
Robinson,Cardiff,1885,1
Robinson,Cardiff,1887,1
Robinson,Cardiff,1891,1
Robinson,Cardiff,1899,1
Robinson,Dublin,1881,1
Robinson,Dublin,1883,1
Robinson,Dublin,1889,1
Robinson,Dublin,1891,1
Robinson,Dublin,1899,1
Robinson,Glasgow,1879,1
Robinson,Glasgow,1885,1
Robinson,Glasgow,1893,1
Robinson,Glasgow,1896,1
Robinson,Grangemouth,1881,1
Robinson,Grangemouth,1887,1
Robinson,Grangemouth,1893,1
Robinson,Greenock,1883,1
Robinson,Greenock,1885,1
Robinson,Greenock,1887,1
Robinson,Greenock,1891,1
Robinson,Grimsby,1879,1
Robinson,Leith,1883,1
Robinson,London,1879,1
Robinson,London,1889,1
Robinson,Stockton,1893,1
Robinson,Swansea,1883,1
Robinson,Swansea,1885,1
Robinson,Swansea,1889,1
Robinson,Wick,1893,1
Robinson & Allen,Liverpool,1887,1
Robinson & Co.,,1889,1
Robinson & Co.,Cardiff,1885,1
Robinson & Co.,Cardiff,1891,1
Robinson & Co.,Dublin,1891,1
Robinson & Co.,Glasgow,1891,1
Robinson & Co.,Grangemouth,1875,1
Robinson & Co.,Grangemouth,1879,1
Robinson & Co.,Grangemouth,1889,1
Robinson & Co.,Greenock,1889,1
Robinson & Co.,Liverpool,1895,1
Robinson & Co.,Liverpool,1899,1
Robinson & Co.,London,1889,1
Robinson & Co.,MANCHESTER,1899,1
Robinson & Co.,Middlesbrough,1897,1
Robinson & Co.,Newcastle upon Tyne,1877,1
Robinson & Co.,Stockton,1885,1
Robinson & Co.,Swansea,1885,1
"Robinson, David, & Co.",Boston,1895,1
"Robinson, David, & Co.",Bristol,1895,1
"Robinson, David, & Co.",Bristol,1897,1
"Robinson, David, & Co.",COWES,1897,1
"Robinson, David, & Co.",Cardiff,1896,1
"Robinson, David, & Co.",Cardiff,1900,1
"Robinson, David, & Co.",Llanelli,1895,1
"Robinson, Davidson, & Co.",Cardiff,1892,1
"Robinson, Dunn",Greenock,1899,1
"Robinson, Dunn",Troon,1893,1
"Robinson, Dunn, & Co.",,1877,1
"Robinson, Dunn, & Co.",,1883,1
"Robinson, Dunn, & Co.",,1889,1
"Robinson, Dunn, & Co.",Aberdeen,1897,1
"Robinson, Dunn, & Co.",Dublin,1897,1
"Robinson, Dunn, & Co.",Dundee,1899,1
"Robinson, Dunn, & Co.",Glasgow,1877,1
"Robinson, Dunn, & Co.",Glasgow,1895,1
"Robinson, Dunn, & Co.",Grangemouth,1875,1
"Robinson, Dunn, & Co.",Grangemouth,1881,1
"Robinson, Dunn, & Co.",Grangemouth,1885,1
"Robinson, Dunn, & Co.",Greenock,1877,1
"Robinson, Dunn, & Co.",Greenock,1881,1
"Robinson, Dunn, & Co.",Greenock,1885,1
"Robinson, Dunn, & Co.",Greenock,1887,1
"Robinson, Dunn, & Co.",Greenock,1890,1
"Robinson, Dunn, & Co.",Hartlepool (West),1899,1
"Robinson, Dunn, & Co.",Leith,1877,1
"Robinson, Dunn, & Co.",Leith,1883,1
"Robinson, Dunn, & Co.",Port Glasgow,1874,1
"Robinson, Dunn, & Co.",Southampton,1875,1
"Robinson, Dunn, & Co.",Weymouth,1885,1
"Robinson, Dunn, & Co.",Wick,1891,1
"Robinson, Fleming, & Co.",Cardiff,1889,1
"Robinson, Fleming, & Co.",London,1875,1
"Robinson, Fleming, & Co.",London,1897,1
"Robinson, Knight, & Co.",Stockton,1881,1
"Robinson, Son, & Co.",Bristol,1877,1
"Robinson, Son, & Co.",Bristol,1878,1
Robinsons,Dublin,1889,1
Robinsons,Dublin,1897,1
Robinsons,Dublin,1899,1
Robinsons Ltd.,Dublin,1891,1
Robinsons Ltd.,Dublin,1899,1
"Robinsons, Lim",Dublin,1893,1
"Robinsons, Limited",Dublin,1889,1
Robson,,1881,1
Robson,,1883,1
Robson,Grimsby,1895,1
Robson,Hartlepool (West),1887,1
Robson,Hartlepool (West),1893,1
Robson,Hartlepool (West),1897,1
Robson,Hartlepool (West),1899,1
Robson,Sunderland,1881,1
Robson,Sunderland,1883,1
Robson,Sunderland,1885,1
Robson,Sunderland,1893,1
Robson,Swansea,1893,1
Robson,Tyne Ports,1885,1
Robson & Co.,Cardiff,1893,1
Robson & Co.,Hull,1895,1
Robson & Co.,Leith,1883,1
Robson & Co.,Sunderland,1877,1
Robson & Co.,Tyne Ports,1899,1
Robson & Fleming,LITTLEHAMPTON,1897,1
Robson & Son,Sunderland,1881,1
Robson & Stokoe,Sunderland,1877,1
Robson Carlstivk,Hartlepool (West),1887,1
Robson Corney & Rigden,Shoreham,1883,1
Robson Cowell,Sunderland,1883,1
"Robson, David, & Co.",Cardiff,1893,1
"Robson, Eckford & Co.",Grangemouth,1897,1
"Robson, Millar, & Co.",Tyne Ports,1890,1
"Robson, Miller",Sunderland,1899,1
"Robson, Miller",Tyne Ports,1889,1
"Robson, Miller",Tyne Ports,1893,1
"Robson, Miller",Tyne Ports,1899,1
"Robson, Miller & Coy",Tyne Ports,1899,1
"Robson, Miller, & Co.",,1891,1
"Robson, Miller, & Co.",BLYTH,1893,1
"Robson, Miller, & Co.",Liverpool,1899,1
"Robson, Miller, & Co.",Stockton,1897,1
"Robson, Miller, & Co.",Sunderland,1895,1
"Robson, Miller, & Co.",Tyne Ports,1889,1
"Robson, jun",Tyne Ports,1895,1
Robt,,1899,1
Robt,Glasgow,1874,1
Robt,Grangemouth,1874,1
Robt,Hull,1897,1
Robt,Limerick,1891,1
Robt,Liverpool,1897,1
Robt,Liverpool,1899,1
Robt. Aldous,Colchester,1889,1
Robt. Bildt & Co.,Hartlepool (West),1891,1
Robt. Blick,Gloucester,1891,1
Robt. Coltart & Co.,Liverpool,1897,1
Robt. Corlett,,1889,1
Robt. Corry,Belfast,1889,1
Robt. Corry & Co.,Belfast,1893,1
Robt. Cowley,,1889,1
Robt. Cox,,1889,1
Robt. Cox & Co.,Greenock,1887,1
Robt. Cox & Co.,Hull,1899,1
Robt. Davidson,Aberdeen,1889,1
Robt. Donald,SCARBOROUGH,1889,1
Robt. Gelling,,1883,1
Robt. H. Dahl & Co.,Portsmouth,1899,1
Robt. Johnson,Belfast,1887,1
Robt. Johnston,Belfast,1887,1
Robt. Michell & Co.,Truro,1881,1
Robt. Michell & Son,Falmouth,1883,1
Robt. Millar,Granton,1899,1
Robt. Millar & Son,Montrose,1897,1
Robt. Penny,Shoreham,1889,1
Robt. Taylor,Montrose,1889,1
Robt. Thorman,,1881,1
Robt. Williams,Swansea,1883,1
"Roby, Tealby & Co.",Hull,1897,1
Rodocanachi,London,1883,1
Roger Martin,Cork,1889,1
Rogers,Gloucester,1881,1
Rogers,Portsmouth,1887,1
Rohss & Co.,London,1883,1
Rollins & Co.,Liverpool,1889,1
Rollins & Son,Liverpool,1898,1
Rolls & Co.,London,1874,1
Roman & Co.,Gloucester,1883,1
Romans,Gloucester,1889,1
Romans,Gloucester,1895,1
Romans & Co.,Gloucester,1889,1
Ronnefeldt,Bridgwater,1895,1
"Ronnie, Wilkinson & Co.",Newport,1887,1
Ronson,,1883,1
Rook Bros.,London,1885,1
Ropkins,WISBECH,1895,1
Ropkins & Co.,Hull,1893,1
Ropkins & Co.,WISBEACH,1893,1
Ropkins & Co.,WISBECH,1899,1
"Rorade, Sons, & Co.",Hartlepool (West),1875,1
Rose,Greenock,1879,1
Rose & Co.,Inverness,1893,1
Rosenberg,Liverpool,1897,1
Rosenberg,Rochester,1895,1
Rosenburg,,1897,1
Rosenburg,Middlesbrough,1897,1
Rosenthal,Liverpool,1891,1
Rosentheil,London,1883,1
Rosing,London,1879,1
Rosing & Co.,London,1874,1
Rosing Bros. & Co.,,1881,1
Rosing Bros. & Co.,Liverpool,1897,1
Rosing Bros. & Co.,London,1891,1
Ross,Inverness,1883,1
Ross,Inverness,1887,1
Ross,London,1881,1
Ross,London,1891,1
Ross & Co.,Hull,1877,1
Ross & Co.,Leith,1879,1
Ross & Co.,Liverpool,1881,1
Ross & Co.,Liverpool,1883,1
Ross & Co.,London,1883,1
Ross & Co.,London,1885,1
Ross Bros.,,1891,1
Ross Bros.,Glasgow,1891,1
Ross Timber Co.,Liverpool,1895,1
Rotson Carlstivk,,1887,1
Rotterdam,Goole,1885,1
Rotterdam,Grimsby,1885,1
"Rousland, & Hamilton",Grangemouth,1883,1
Row & Co.,,1883,1
Rowe,Cardiff,1887,1
Rowe,Shoreham,1893,1
Rowe,Swansea,1885,1
Rowe & Co.,,1875,1
Rowland & Brown,Whitby,1899,1
Rowland & Co.,Liverpool,1883,1
Rowland Hill & Co.,MANCHESTER,1899,1
"Rowlands, Holme, & Co.",Liverpool,1887,1
"Rowley, Thomas, & Co.",Cardiff,1893,1
"Rowley, Thomas, & Co.",Cardiff,1897,1
Rowntree,SCARBOROUGH,1883,1
Roxburgh & MacLauchlan,Glasgow,1899,1
Royal,Southampton,1899,1
Royal Albert Dock,London,1897,1
Royal Mail Co.,Southampton,1897,1
Royal Mail Co.,WISBECH,1881,1
Royal Mail S.P. Co.,London,1899,1
Royal Mail S.P. Co.,Southampton,1898,1
Royal Mail Steam Packet Co.,,1895,1
Royal Niger Co.,,1899,1
Royal Niger Co.,,1900,1
Roykins & Co.,WISBECH,1895,1
Rt. Gething,Newport,1900,1
Rudd & Co.,Liverpool,1899,1
Rudd & Co.,Newport,1889,1
Rudd & Co.,Newport,1891,1
Rudolf O. Grischotte,Grangemouth,1877,1
Rudolf O. Grischotti,Grangemouth,1877,1
Rudolph O. Grichotti,Grangemouth,1874,1
Ruhr,Swansea,1887,1
Rule,Sunderland,1897,1
Rule Bros.,Sunderland,1899,1
Rumner,Liverpool,1881,1
Runge,London,1883,1
Ruquer,Newry,1881,1
Russell,Ardrossan,1881,1
Russell,Hull,1879,1
Russell,Hull,1895,1
Russell,Kirkcaldy,1895,1
Russell,London,1883,1
Russell & Co.,Ardrossan,1899,1
Russell & Co.,Hull,1879,1
Russell & Fullarton,Ardrossan,1883,1
Russell & Fullarton,Ardrossan,1885,1
Russell & Fullarton,Ardrossan,1887,1
Russell & Fullarton,Ardrossan,1889,1
Russell & Fullarton,Ardrossan,1891,1
Russell & Fullarton,Ardrossan,1895,1
Russell & Fullarton,Grangemouth,1887,1
Russell & Fullerton,Ardrossan,1881,1
Russell & Fullerton,Ardrossan,1893,1
Russell & Fullerton,Ardrossan,1895,1
Russia,London,1885,1
